ID_Venta,Caballos_Fuerza,Precio_Catalogo_Original,Precio_Construccion,Precio_Publico,Cantidad_Vendida,Anio_Venta,ID_Pais_Origen_x,ID_Tipo_Carroceria,ID_Tipo_Combustible,ID_Marca,ID_Pais_Origen_y,ID_Sede,ID_Ciudad_Sede
656,95,13981.0,10720,17236.0,153.0,2026-01-01,4,3,2,7,4,8,6
657,56,8132.0,4569,8554.0,213.0,2024-01-01,2,2,2,2,2,7,3
658,103,10006.0,6195,10707.0,130.0,2025-01-01,4,1,1,15,4,8,6
659,182,32116.0,22563,35833.0,76.0,2026-01-01,5,2,1,13,5,4,4
660,89,8467.0,5112,9587.0,167.0,2026-01-01,2,2,1,14,2,7,3
661,70,7210.0,5744,8999.0,123.0,2026-01-01,2,3,1,6,2,1,1
662,58,6938.0,4303,7429.0,183.0,2026-01-01,2,1,1,2,2,2,2
663,108,19181.0,14308,22259.0,147.0,2024-01-01,5,3,1,17,5,8,6
664,101,12619.0,8342,14799.0,156.0,2026-01-01,2,2,1,6,2,5,5
665,90,8704.0,6652,9692.0,170.0,2026-01-01,1,3,1,19,1,4,4
666,96,9631.0,6037,11535.0,185.0,2026-01-01,2,2,1,5,2,5,5
667,158,17763.0,9571,20736.0,103.0,2024-01-01,2,1,1,4,2,5,5
668,95,11105.0,8349,11901.0,188.0,2026-01-01,2,1,1,2,2,1,1
669,104,10040.0,5912,11026.0,178.0,2026-01-01,5,2,1,11,5,5,5
670,103,8539.0,6162,9653.0,218.0,2025-01-01,1,2,1,9,1,7,3
671,118,13758.0,7267,16266.0,179.0,2025-01-01,3,3,1,8,3,5,5
672,209,31564.0,22583,38283.0,60.0,2026-01-01,5,5,1,21,5,2,2
673,102,9523.0,6052,10773.0,151.0,2025-01-01,4,1,1,15,4,8,6
674,72,6627.0,3644,7350.0,218.0,2024-01-01,1,2,1,1,1,7,3
675,208,34744.0,20581,38438.0,62.0,2023-01-01,5,5,1,21,5,8,6
676,111,11830.0,8514,13672.0,159.0,2026-01-01,2,3,1,5,2,5,5
677,107,7732.0,5102,9289.0,193.0,2026-01-01,1,1,1,19,1,5,5
678,166,37754.0,8109,45565.0,34.0,2026-01-01,5,2,1,13,5,1,1
679,90,12856.0,9358,15852.0,96.0,2026-01-01,4,2,2,7,4,7,3
680,65,13592.0,9417,14125.0,114.0,2024-01-01,5,2,2,11,5,8,6
681,110,11308.0,7935,12874.0,148.0,2026-01-01,2,3,1,5,2,5,5
682,87,9327.0,6454,10660.0,196.0,2023-01-01,1,3,1,9,1,5,5
683,108,16339.0,10852,17214.0,152.0,2025-01-01,3,2,1,8,3,1,1
684,110,16323.0,10362,17922.0,139.0,2025-01-01,3,2,1,8,3,1,1
685,74,7613.0,5110,8425.0,175.0,2026-01-01,2,2,1,6,2,1,1
686,76,9049.0,5933,8614.0,126.0,2026-01-01,2,1,1,2,2,4,4
687,154,13622.0,9905,16651.0,124.0,2026-01-01,2,1,1,10,2,1,1
688,67,7412.0,8271,8614.0,197.0,2026-01-01,1,2,1,19,1,7,3
689,68,6701.0,8190,7889.0,191.0,2025-01-01,2,2,1,4,2,2,2
690,67,8109.0,5335,9400.0,199.0,2026-01-01,2,1,1,2,2,8,6
691,106,21772.0,13556,24972.0,126.0,2026-01-01,3,2,1,8,3,5,5
692,70,7973.0,5036,8919.0,192.0,2025-01-01,2,2,1,2,2,7,3
693,106,12729.0,8698,13667.0,147.0,2024-01-01,5,2,1,11,5,5,5
694,114,13092.0,9251,13218.0,206.0,2026-01-01,3,2,1,8,3,8,6
695,66,6306.0,3949,7296.0,192.0,2024-01-01,1,1,1,1,1,6,4
696,101,6808.0,4506,7710.0,203.0,2026-01-01,2,2,1,14,2,1,1
697,112,11902.0,7834,13660.0,187.0,2026-01-01,2,3,1,5,2,5,5
698,69,6833.0,4301,6887.0,181.0,2026-01-01,1,2,1,19,1,5,5
699,102,16704.0,10842,17320.0,153.0,2023-01-01,5,2,1,13,5,7,3
700,67,7063.0,3594,7848.0,202.0,2024-01-01,1,2,1,1,1,7,3
701,100,11998.0,6832,14075.0,152.0,2026-01-01,4,2,1,7,4,5,5
702,201,30408.0,21702,35912.0,60.0,2026-01-01,5,5,1,21,5,2,2
703,78,6879.0,4319,8148.0,218.0,2026-01-01,2,1,1,6,2,7,3
704,76,6851.0,5172,8328.0,169.0,2026-01-01,2,2,1,6,2,1,1
705,65,7614.0,4563,9046.0,188.0,2026-01-01,1,2,1,9,1,2,2
706,94,17873.0,10593,21036.0,176.0,2026-01-01,4,2,2,7,4,2,2
707,105,16229.0,9054,18967.0,121.0,2026-01-01,7,4,1,18,7,2,2
708,106,5964.0,3322,5971.0,197.0,2023-01-01,1,1,1,19,1,4,4
709,69,8407.0,5372,10419.0,186.0,2025-01-01,2,5,1,4,2,7,3
710,73,7690.0,4418,9125.0,204.0,2026-01-01,2,2,1,4,2,5,5
711,76,7355.0,8299,9298.0,190.0,2026-01-01,2,1,1,5,2,4,4
712,94,12738.0,9621,15918.0,118.0,2026-01-01,4,2,2,7,4,7,3
713,64,5355.0,3269,5716.0,190.0,2025-01-01,2,1,1,2,2,7,3
714,75,7242.0,4301,8274.0,215.0,2026-01-01,2,1,1,2,2,2,2
715,107,9346.0,6080,11392.0,214.0,2026-01-01,5,2,1,11,5,5,5
716,67,8186.0,5842,9060.0,150.0,2026-01-01,2,1,1,2,2,4,4
717,94,11906.0,7158,13231.0,139.0,2026-01-01,4,2,1,7,4,5,5
718,160,13397.0,9087,13907.0,149.0,2026-01-01,2,2,1,4,2,5,5
719,65,5118.0,3077,6278.0,185.0,2026-01-01,2,1,1,14,2,7,3
720,84,8753.0,6434,10066.0,171.0,2026-01-01,1,3,1,19,1,4,4
721,87,8866.0,6589,9736.0,167.0,2023-01-01,1,3,1,9,1,5,5
722,112,13337.0,8593,14299.0,147.0,2024-01-01,5,2,1,11,5,5,5
723,103,9137.0,6440,11449.0,160.0,2025-01-01,2,2,1,2,2,11,3
724,66,6945.0,5072,8222.0,154.0,2026-01-01,1,2,1,9,1,1,1
725,68,8272.0,5081,8981.0,184.0,2026-01-01,2,1,1,2,2,8,6
726,66,6130.0,4079,6663.0,190.0,2026-01-01,1,1,1,9,1,4,4
727,79,8136.0,4501,9910.0,170.0,2025-01-01,2,3,1,5,2,8,6
728,52,5261.0,3525,6379.0,186.0,2026-01-01,1,1,1,1,1,1,1
729,154,13294.0,8604,14797.0,139.0,2026-01-01,2,2,1,4,2,5,5
730,165,18652.0,11075,21746.0,166.0,2025-01-01,3,1,1,3,3,1,1
731,61,5531.0,3403,5986.0,193.0,2025-01-01,2,1,1,2,2,7,3
732,115,9698.0,6261,11253.0,139.0,2024-01-01,2,2,1,10,2,1,1
733,88,12317.0,8238,13104.0,140.0,2026-01-01,5,4,1,11,5,7,3
734,51,7552.0,4925,8895.0,178.0,2025-01-01,2,1,2,2,2,2,2
735,95,10350.0,8685,12194.0,144.0,2024-01-01,2,2,1,6,2,8,6
736,65,5120.0,3077,5860.0,175.0,2024-01-01,2,1,1,5,2,5,5
737,57,5330.0,3554,6023.0,199.0,2025-01-01,2,1,1,2,2,7,3
738,118,30882.0,22696,35679.0,82.0,2025-01-01,5,2,2,16,5,7,3
739,65,6151.0,4134,7599.0,200.0,2026-01-01,2,1,1,2,2,7,3
740,52,8021.0,6154,10120.0,180.0,2024-01-01,5,2,2,11,5,5,5
741,121,9380.0,6112,10918.0,114.0,2024-01-01,2,5,1,2,2,5,5
742,71,7220.0,4068,8827.0,214.0,2026-01-01,2,1,1,2,2,2,2
743,106,9620.0,5689,10636.0,140.0,2025-01-01,4,1,1,15,4,8,6
744,98,13120.0,9109,14481.0,192.0,2024-01-01,2,1,1,14,2,4,4
745,71,8124.0,4769,9026.0,205.0,2025-01-01,2,2,1,2,2,7,3
746,70,5417.0,3375,6292.0,192.0,2023-01-01,2,1,1,10,2,7,3
747,95,12692.0,8683,14426.0,166.0,2023-01-01,4,3,1,7,4,8,6
748,73,19747.0,13496,20246.0,130.0,2025-01-01,2,2,2,14,2,1,1
749,122,18457.0,12624,20871.0,156.0,2026-01-01,2,2,1,14,2,8,6
750,59,5491.0,3835,6081.0,212.0,2025-01-01,2,1,1,6,2,4,4
751,110,15892.0,10115,19671.0,139.0,2026-01-01,3,3,1,8,3,2,2
752,56,6187.0,8224,6768.0,197.0,2026-01-01,2,1,1,6,2,8,6
753,48,5436.0,3507,6440.0,218.0,2026-01-01,1,1,1,1,1,1,1
754,69,13398.0,9274,15452.0,108.0,2024-01-01,5,2,2,11,5,8,6
755,92,16451.0,12982,19564.0,145.0,2025-01-01,4,3,2,7,4,5,5
756,69,6640.0,4612,7772.0,188.0,2024-01-01,2,2,1,4,2,2,2
757,63,6468.0,4098,7764.0,196.0,2026-01-01,2,1,1,2,2,7,3
758,119,9644.0,5688,10565.0,169.0,2025-01-01,2,1,1,10,2,4,4
759,72,7528.0,4599,9126.0,182.0,2026-01-01,1,2,1,9,1,2,2
760,65,5578.0,3543,5930.0,194.0,2025-01-01,2,1,1,2,2,7,3
761,73,7089.0,5038,7790.0,151.0,2026-01-01,2,3,1,6,2,1,1
762,101,16242.0,12855,18459.0,157.0,2025-01-01,4,3,2,7,4,5,5
763,112,13367.0,9087,13372.0,189.0,2026-01-01,3,2,1,8,3,8,6
764,70,14084.0,9594,14930.0,124.0,2024-01-01,5,2,2,11,5,8,6
765,175,16145.0,10204,19678.0,162.0,2024-01-01,1,1,1,22,1,4,4
766,69,7310.0,4937,8641.0,218.0,2025-01-01,2,2,1,2,2,8,6
767,194,31680.0,21205,38448.0,65.0,2026-01-01,5,5,1,21,5,2,2
768,96,8932.0,6667,9749.0,154.0,2026-01-01,2,1,1,4,2,7,3
769,137,13493.0,7570,15642.0,139.0,2026-01-01,1,1,1,9,1,5,5
770,70,6427.0,5195,7426.0,170.0,2026-01-01,2,1,1,10,2,2,2
771,116,15464.0,10229,17877.0,138.0,2026-01-01,3,2,1,3,3,2,2
772,130,21993.0,12508,24178.0,146.0,2023-01-01,3,2,1,8,3,8,6
773,112,12370.0,8800,13291.0,160.0,2025-01-01,7,4,1,18,7,7,3
774,80,8303.0,4393,9345.0,197.0,2025-01-01,2,3,1,5,2,8,6
775,71,10255.0,6043,12310.0,148.0,2026-01-01,2,2,2,2,2,7,3
776,117,13571.0,7336,14537.0,187.0,2025-01-01,3,3,1,8,3,5,5
777,116,9359.0,6396,11533.0,154.0,2024-01-01,2,2,1,10,2,7,3
778,72,6465.0,3889,7013.0,189.0,2026-01-01,1,1,1,9,1,4,4
779,99,13908.0,8921,14647.0,181.0,2024-01-01,2,1,1,14,2,4,4
780,76,9808.0,5994,12023.0,171.0,2026-01-01,2,2,2,2,2,7,3
781,157,15259.0,8543,17522.0,149.0,2026-01-01,2,2,1,2,2,7,3
782,113,11907.0,8628,12384.0,200.0,2026-01-01,3,1,1,3,3,8,6
783,67,6646.0,5279,8079.0,185.0,2026-01-01,1,2,1,9,1,1,1
784,68,6804.0,4911,7657.0,163.0,2026-01-01,1,2,1,9,1,1,1
785,97,9196.0,6558,9801.0,149.0,2026-01-01,2,1,1,4,2,7,3
786,66,6835.0,3804,7225.0,185.0,2026-01-01,1,2,1,19,1,5,5
787,113,17577.0,10251,18948.0,108.0,2026-01-01,5,2,1,17,5,8,6
788,84,6666.0,3884,8808.0,199.0,2023-01-01,2,2,1,5,2,1,1
789,97,16631.0,10843,18513.0,128.0,2026-01-01,4,2,2,7,4,8,6
790,162,16740.0,10288,18462.0,150.0,2026-01-01,7,1,1,18,7,8,6
791,74,6324.0,3680,7246.0,218.0,2024-01-01,1,2,1,1,1,7,3
792,68,7460.0,5304,8844.0,160.0,2025-01-01,2,2,1,4,2,2,2
793,112,12066.0,7683,14372.0,176.0,2026-01-01,2,3,1,5,2,5,5
794,101,10033.0,6429,11549.0,178.0,2023-01-01,2,1,1,2,2,2,2
795,69,5118.0,3576,6506.0,154.0,2026-01-01,2,2,1,4,2,5,5
796,82,9787.0,7618,12118.0,155.0,2025-01-01,2,2,1,14,2,11,3
797,171,19636.0,7914,21681.0,103.0,2026-01-01,3,2,1,8,3,5,5
798,70,7650.0,4834,8875.0,176.0,2026-01-01,2,1,1,4,2,4,4
799,71,17070.0,13026,20036.0,146.0,2025-01-01,2,2,2,14,2,1,1
800,72,6936.0,4712,8097.0,177.0,2024-01-01,2,2,1,4,2,2,2
801,142,16508.0,10180,17605.0,144.0,2026-01-01,7,1,1,18,7,8,6
802,59,11212.0,7634,12883.0,141.0,2025-01-01,2,2,2,14,2,7,3
803,164,18577.0,12390,20583.0,134.0,2025-01-01,2,1,1,4,2,5,5
804,100,10155.0,5711,11569.0,204.0,2026-01-01,5,2,1,11,5,5,5
805,63,6570.0,4135,8159.0,197.0,2026-01-01,2,1,1,2,2,7,3
806,67,8562.0,4898,8836.0,174.0,2026-01-01,2,1,1,2,2,8,6
807,95,18247.0,11582,18189.0,128.0,2026-01-01,4,2,2,7,4,8,6
808,111,8227.0,5574,8998.0,157.0,2024-01-01,1,1,1,9,1,7,3
809,107,8029.0,5316,9832.0,178.0,2026-01-01,2,1,1,10,2,11,3
810,115,22979.0,13136,24074.0,132.0,2026-01-01,3,2,1,8,3,5,5
811,138,24829.0,14545,26688.0,84.0,2026-01-01,5,2,1,17,5,8,6
812,154,16350.0,8729,16351.0,143.0,2026-01-01,2,2,1,2,2,7,3
813,76,7020.0,4003,8845.0,218.0,2023-01-01,2,2,1,5,2,1,1
814,85,8841.0,5041,9661.0,170.0,2026-01-01,2,2,1,14,2,7,3
815,72,7989.0,5197,8711.0,203.0,2025-01-01,2,2,1,2,2,8,6
816,110,19260.0,13347,18582.0,117.0,2026-01-01,2,4,1,2,2,7,3
817,137,23248.0,14374,27592.0,90.0,2026-01-01,5,2,1,17,5,8,6
818,65,6264.0,3757,7775.0,185.0,2026-01-01,1,1,1,9,1,5,5
819,155,18421.0,11867,20965.0,122.0,2025-01-01,3,2,1,3,3,8,6
820,114,22237.0,13492,24073.0,119.0,2026-01-01,3,2,1,8,3,5,5
821,107,16906.0,12896,20289.0,76.0,2026-01-01,5,2,1,17,5,2,2
822,163,16820.0,12192,20570.0,127.0,2025-01-01,3,2,1,3,3,8,6
823,90,8785.0,6547,10247.0,191.0,2023-01-01,1,3,1,9,1,5,5
824,109,15234.0,11529,16782.0,173.0,2025-01-01,3,1,1,3,3,8,6
825,189,36389.0,22650,40199.0,29.0,2026-01-01,5,4,1,21,5,7,3
826,68,6721.0,4279,7497.0,197.0,2024-01-01,1,1,1,1,1,6,4
827,76,7607.0,8756,9700.0,178.0,2026-01-01,2,1,1,5,2,4,4
828,48,8356.0,5654,9689.0,186.0,2024-01-01,5,2,2,11,5,5,5
829,91,11351.0,7738,10955.0,199.0,2026-01-01,2,1,1,2,2,1,1
830,105,15691.0,10373,17699.0,127.0,2025-01-01,5,2,1,17,5,4,4
831,70,6861.0,5187,7576.0,174.0,2025-01-01,2,1,1,14,2,7,3
832,66,6387.0,3544,6911.0,170.0,2025-01-01,2,1,1,14,2,5,5
833,70,7313.0,5363,8799.0,166.0,2025-01-01,2,2,1,4,2,2,2
834,148,13189.0,7807,14864.0,150.0,2026-01-01,1,1,1,9,1,5,5
835,98,10116.0,6480,11337.0,199.0,2026-01-01,2,1,1,2,2,7,3
836,70,7660.0,5058,8760.0,193.0,2025-01-01,2,2,1,2,2,8,6
837,113,9673.0,8345,9870.0,201.0,2026-01-01,2,1,1,2,2,2,2
838,82,11100.0,6739,10960.0,127.0,2024-01-01,2,2,1,6,2,7,3
839,160,16344.0,10182,21367.0,143.0,2026-01-01,7,1,1,18,7,8,6
840,101,9634.0,5097,10265.0,190.0,2026-01-01,5,2,1,11,5,1,1
841,82,11061.0,7231,11544.0,141.0,2026-01-01,2,1,1,14,2,7,3
842,110,16129.0,10304,17202.0,118.0,2026-01-01,3,2,1,3,3,2,2
843,80,8498.0,5218,9915.0,130.0,2026-01-01,5,2,1,11,5,8,6
844,111,17342.0,14633,21823.0,135.0,2024-01-01,5,3,1,17,5,8,6
845,107,16798.0,9381,18916.0,137.0,2026-01-01,7,4,1,18,7,2,2
846,105,15218.0,9479,19917.0,141.0,2026-01-01,7,4,1,18,7,2,2
847,57,5677.0,3905,5940.0,185.0,2025-01-01,2,1,1,6,2,4,4
848,101,17025.0,10448,18164.0,169.0,2023-01-01,5,2,1,13,5,7,3
849,119,9976.0,6038,10051.0,141.0,2024-01-01,2,5,1,2,2,5,5
850,135,12361.0,7205,15827.0,160.0,2024-01-01,1,1,1,19,1,5,5
851,110,15930.0,9562,18708.0,112.0,2026-01-01,3,2,1,8,3,4,4
852,115,9383.0,5570,10951.0,191.0,2026-01-01,2,2,1,2,2,4,4
853,115,16496.0,9473,19884.0,180.0,2026-01-01,3,3,1,8,3,2,2
854,69,5118.0,3101,6334.0,205.0,2026-01-01,2,1,1,14,2,7,3
855,89,8520.0,5095,9348.0,155.0,2026-01-01,2,2,1,14,2,7,3
856,74,11734.0,5920,11964.0,174.0,2026-01-01,2,2,2,2,2,7,3
857,70,6993.0,5159,7441.0,204.0,2025-01-01,2,1,1,14,2,7,3
858,132,21740.0,11231,24980.0,109.0,2026-01-01,5,2,1,13,5,12,6
859,68,5269.0,3077,5622.0,204.0,2024-01-01,2,1,1,5,2,5,5
860,68,8665.0,6046,8331.0,151.0,2026-01-01,2,1,1,2,2,4,4
861,164,18297.0,8774,22722.0,109.0,2026-01-01,3,2,1,8,3,5,5
862,91,9262.0,9050,10544.0,218.0,2025-01-01,5,1,1,11,5,2,2
863,67,6648.0,5134,7708.0,148.0,2026-01-01,1,2,1,9,1,1,1
864,54,8009.0,4512,8758.0,170.0,2025-01-01,2,1,2,2,2,2,2
865,79,10335.0,5923,12050.0,155.0,2026-01-01,2,2,2,2,2,7,3
866,83,9176.0,5256,9492.0,166.0,2025-01-01,2,2,1,5,2,4,4
867,113,9406.0,6132,9869.0,150.0,2024-01-01,2,5,1,2,2,5,5
868,120,18598.0,13392,19021.0,129.0,2026-01-01,2,4,1,2,2,7,3
869,69,7029.0,8271,7893.0,162.0,2025-01-01,2,2,1,4,2,2,2
870,139,24419.0,14438,28047.0,86.0,2026-01-01,5,2,1,17,5,8,6
871,70,7458.0,5416,8373.0,172.0,2025-01-01,2,2,1,4,2,2,2
872,96,12928.0,8704,14142.0,194.0,2026-01-01,2,2,1,6,2,5,5
873,105,8012.0,5495,8576.0,136.0,2024-01-01,1,1,1,9,1,7,3
874,73,7293.0,4734,8605.0,185.0,2026-01-01,1,2,1,9,1,2,2
875,83,8526.0,4716,9542.0,196.0,2025-01-01,2,2,1,5,2,4,4
876,158,17289.0,9400,19956.0,93.0,2024-01-01,2,1,1,4,2,5,5
877,93,15757.0,9424,17517.0,167.0,2026-01-01,4,2,1,7,4,5,5
878,61,7211.0,3876,8130.0,155.0,2026-01-01,2,3,1,2,2,1,1
879,94,17613.0,11157,20624.0,141.0,2026-01-01,4,3,1,7,4,8,6
880,102,9806.0,5650,10445.0,154.0,2026-01-01,4,3,1,15,4,1,1
881,50,5118.0,3134,6211.0,194.0,2026-01-01,1,1,1,1,1,1,1
882,86,9865.0,6337,11211.0,211.0,2026-01-01,2,1,1,2,2,7,3
883,71,7473.0,4602,8318.0,211.0,2026-01-01,2,3,1,4,2,4,4
884,59,5877.0,3962,5622.0,203.0,2025-01-01,2,1,1,6,2,4,4
885,118,8887.0,4752,9539.0,162.0,2026-01-01,2,5,1,2,2,1,1
886,60,6586.0,4343,7471.0,182.0,2026-01-01,2,1,1,2,2,2,2
887,106,16695.0,10594,17698.0,186.0,2023-01-01,5,2,1,13,5,7,3
888,90,8572.0,6598,10143.0,207.0,2025-01-01,2,2,1,6,2,7,3
889,105,14335.0,8397,15768.0,168.0,2026-01-01,5,2,1,17,5,2,2
890,96,13119.0,8947,14032.0,189.0,2024-01-01,2,1,1,14,2,4,4
891,70,5526.0,3290,6385.0,195.0,2024-01-01,1,1,1,9,1,2,2
892,83,7433.0,3964,7758.0,188.0,2026-01-01,2,3,1,5,2,7,3
893,90,13936.0,9396,16570.0,109.0,2026-01-01,4,2,2,7,4,7,3
894,160,18809.0,10830,22839.0,115.0,2026-01-01,3,2,1,8,3,7,3
895,63,7224.0,5770,7716.0,188.0,2023-01-01,2,3,1,2,2,2,2
896,106,22407.0,13315,24467.0,120.0,2026-01-01,5,1,1,21,5,1,1
897,201,19217.0,14609,21274.0,131.0,2023-01-01,2,1,1,4,2,5,5
898,102,16950.0,10339,17516.0,159.0,2023-01-01,5,2,1,13,5,7,3
899,191,30667.0,20901,33811.0,79.0,2026-01-01,5,2,1,13,5,4,4
900,216,32216.0,22433,40358.0,66.0,2026-01-01,5,5,1,21,5,2,2
901,100,13868.0,8609,14359.0,135.0,2025-01-01,7,4,1,18,7,7,3
902,138,22594.0,15352,28713.0,85.0,2026-01-01,5,2,1,17,5,8,6
903,175,31666.0,18639,37464.0,74.0,2024-01-01,6,2,1,12,6,2,2
904,146,16127.0,9986,17952.0,153.0,2025-01-01,2,3,1,2,2,5,5
905,69,7631.0,5041,8874.0,199.0,2026-01-01,2,1,1,4,2,4,4
906,86,7043.0,4177,7999.0,170.0,2026-01-01,2,3,1,5,2,7,3
907,85,7153.0,4767,8332.0,180.0,2025-01-01,2,2,1,10,2,7,3
908,77,7582.0,4776,7861.0,171.0,2026-01-01,2,2,1,6,2,1,1
909,66,6179.0,3888,7334.0,187.0,2026-01-01,2,1,1,10,2,1,1
910,68,5863.0,4050,7476.0,218.0,2024-01-01,1,1,1,1,1,6,4
911,59,8093.0,4139,8875.0,182.0,2024-01-01,2,2,2,2,2,7,3
912,84,7436.0,4757,8725.0,159.0,2026-01-01,2,1,1,6,2,1,1
913,69,6741.0,4811,7254.0,160.0,2026-01-01,2,1,1,10,2,2,2
914,107,16322.0,9770,18728.0,112.0,2026-01-01,3,2,1,8,3,4,4
915,72,6420.0,4298,7498.0,218.0,2026-01-01,1,2,1,19,1,5,5
916,70,7678.0,4810,9015.0,188.0,2026-01-01,2,1,1,4,2,4,4
917,94,16792.0,11061,18330.0,149.0,2026-01-01,4,2,2,7,4,8,6
918,71,8170.0,4809,8741.0,161.0,2026-01-01,2,1,1,2,2,8,6
919,65,7547.0,4376,8031.0,212.0,2026-01-01,2,2,1,14,2,4,4
920,108,9741.0,6166,11080.0,133.0,2025-01-01,4,1,1,15,4,8,6
921,159,16547.0,9660,17827.0,159.0,2026-01-01,2,1,1,2,2,4,4
922,103,5627.0,3280,5980.0,174.0,2023-01-01,1,1,1,19,1,4,4
923,68,6682.0,8860,8172.0,162.0,2025-01-01,2,2,1,4,2,2,2
924,57,6283.0,8092,6984.0,210.0,2026-01-01,2,1,1,6,2,8,6
925,70,6403.0,4851,7902.0,208.0,2025-01-01,2,1,1,14,2,7,3
926,115,13072.0,9230,13477.0,155.0,2026-01-01,3,2,1,8,3,8,6
927,97,15387.0,10161,17894.0,168.0,2026-01-01,4,2,1,7,4,5,5
928,64,9899.0,7920,12509.0,140.0,2025-01-01,2,2,2,14,2,7,3
929,118,9105.0,6101,10383.0,151.0,2024-01-01,2,2,1,10,2,1,1
930,101,7706.0,4753,9317.0,198.0,2026-01-01,1,1,1,19,1,5,5
931,102,16439.0,8920,17658.0,185.0,2026-01-01,4,2,1,7,4,5,5
932,78,8683.0,5233,10055.0,175.0,2025-01-01,2,2,1,5,2,4,4
933,71,7022.0,4397,8183.0,208.0,2026-01-01,2,2,1,14,2,4,4
934,115,15624.0,10001,16679.0,171.0,2025-01-01,3,1,1,3,3,8,6
935,67,6965.0,4451,7483.0,175.0,2024-01-01,2,2,1,4,2,2,2
936,95,11970.0,7862,13489.0,163.0,2026-01-01,5,3,1,11,5,1,1
937,62,5280.0,4025,5907.0,213.0,2025-01-01,2,1,1,6,2,4,4
938,60,6619.0,8586,7094.0,202.0,2026-01-01,2,1,1,6,2,8,6
939,69,7164.0,5181,9422.0,164.0,2026-01-01,2,1,1,4,2,4,4
940,198,18416.0,14757,22238.0,144.0,2023-01-01,2,1,1,4,2,5,5
941,81,7699.0,5232,8686.0,171.0,2026-01-01,2,2,1,5,2,8,6
942,147,15275.0,10502,16411.0,134.0,2026-01-01,2,1,1,10,2,1,1
943,109,9350.0,5216,10273.0,179.0,2026-01-01,5,2,1,11,5,1,1
944,69,8278.0,6197,9358.0,215.0,2025-01-01,2,5,1,4,2,7,3
945,66,7911.0,4855,9153.0,176.0,2026-01-01,1,2,1,9,1,2,2
946,70,6688.0,4065,6701.0,203.0,2026-01-01,1,1,1,9,1,4,4
947,167,18567.0,11933,20512.0,116.0,2026-01-01,3,3,1,8,3,8,6
948,104,8553.0,6505,9724.0,218.0,2025-01-01,1,2,1,9,1,7,3
949,117,13765.0,9256,13015.0,209.0,2026-01-01,3,2,1,8,3,8,6
950,134,14811.0,10728,17757.0,155.0,2026-01-01,2,1,1,14,2,2,2
951,68,6521.0,4415,6999.0,200.0,2024-01-01,1,1,1,1,1,6,4
952,81,10844.0,7009,12435.0,145.0,2026-01-01,2,1,1,14,2,2,2
953,195,32645.0,22340,38286.0,65.0,2026-01-01,5,5,1,21,5,2,2
954,70,5452.0,3557,7035.0,167.0,2026-01-01,2,2,1,4,2,5,5
955,70,8078.0,5238,9332.0,178.0,2026-01-01,2,1,1,2,2,8,6
956,102,21260.0,12733,25454.0,114.0,2026-01-01,5,1,1,21,5,1,1
957,130,15013.0,9300,16548.0,151.0,2026-01-01,2,1,1,10,2,4,4
958,99,10240.0,6021,10556.0,140.0,2025-01-01,4,1,1,15,4,8,6
959,168,18864.0,12508,20835.0,119.0,2026-01-01,3,3,1,8,3,8,6
960,86,7006.0,5189,8253.0,184.0,2025-01-01,2,2,1,10,2,7,3
961,77,6992.0,4732,6914.0,169.0,2026-01-01,2,1,1,6,2,8,6
962,84,6751.0,4863,8147.0,195.0,2025-01-01,2,2,1,10,2,7,3
963,122,18126.0,12972,18084.0,123.0,2026-01-01,2,4,1,2,2,7,3
964,90,11365.0,7999,12221.0,164.0,2024-01-01,2,1,1,20,2,8,6
965,115,14119.0,8902,13215.0,167.0,2026-01-01,3,2,1,8,3,8,6
966,74,6604.0,4147,7543.0,183.0,2026-01-01,1,2,1,19,1,5,5
967,93,8778.0,6791,10366.0,168.0,2026-01-01,1,3,1,19,1,4,4
968,71,18838.0,12962,21747.0,139.0,2025-01-01,2,2,2,14,2,1,1
969,88,11927.0,8534,13168.0,147.0,2026-01-01,5,4,1,11,5,7,3
970,109,18566.0,13396,21953.0,133.0,2024-01-01,5,3,1,17,5,8,6
971,65,10643.0,7978,12425.0,142.0,2025-01-01,2,2,2,14,2,7,3
972,116,9455.0,6525,10520.0,165.0,2024-01-01,2,2,1,10,2,1,1
973,68,8010.0,5783,9837.0,186.0,2025-01-01,2,5,1,4,2,7,3
974,73,8130.0,5930,9899.0,191.0,2025-01-01,2,5,1,4,2,7,3
975,58,6499.0,8292,7609.0,215.0,2026-01-01,2,1,1,6,2,8,6
976,190,36789.0,23596,36719.0,49.0,2026-01-01,6,2,1,12,6,5,5
977,70,6436.0,3600,7460.0,218.0,2024-01-01,1,2,1,1,1,7,3
978,110,5213.0,3337,6004.0,205.0,2023-01-01,1,1,1,19,1,4,4
979,186,38212.0,30504,48571.0,31.0,2026-01-01,5,2,1,16,5,1,1
980,98,17159.0,11009,21023.0,176.0,2026-01-01,4,2,2,7,4,2,2
981,66,6384.0,4001,7419.0,207.0,2026-01-01,1,2,1,19,1,5,5
982,108,11198.0,6760,12563.0,147.0,2026-01-01,2,2,1,5,2,4,4
983,97,16197.0,10623,18231.0,134.0,2026-01-01,4,2,2,7,4,8,6
984,114,14670.0,10583,17355.0,142.0,2025-01-01,3,1,1,3,3,8,6
